# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-06 06:14:12 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104500 CHARLES RIVER AT WALTHAM, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104500
#            TS   parameter     statistic     Description
#         64222       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64222_00060_00003	64222_00060_00003_cd
USGS	01104500	2012-10-28	83.4	A
USGS	01104500	2012-10-29	107	A
USGS	01104500	2012-10-30	334	A
USGS	01104500	2012-10-31	441	A
USGS	01104500	2012-11-01	445	A
USGS	01104500	2012-11-02	429	A
USGS	01104500	2012-11-03	429	A
USGS	01104500	2012-11-04	400	A
USGS	01104500	2012-11-05	367	A
USGS	01104500	2012-11-06	349	A
USGS	01104500	2012-11-07	326	A
USGS	01104500	2012-11-08	238	A
USGS	01104500	2012-11-09	237	A
USGS	01104500	2012-11-10	220	A
USGS	01104500	2012-11-11	205	A
USGS	01104500	2012-11-12	195	A
USGS	01104500	2012-11-13	200	A
USGS	01104500	2012-11-14	216	A
USGS	01104500	2012-11-15	205	A
USGS	01104500	2012-11-16	197	A
USGS	01104500	2012-11-17	181	A
USGS	01104500	2012-11-18	168	A
USGS	01104500	2012-11-19	162	A
USGS	01104500	2012-11-20	158	A
USGS	01104500	2012-11-21	153	A
USGS	01104500	2012-11-22	153	A
USGS	01104500	2012-11-23	155	A
USGS	01104500	2012-11-24	149	A
USGS	01104500	2012-11-25	141	A
USGS	01104500	2012-11-26	138	A
USGS	01104500	2012-11-27	136	A
USGS	01104500	2012-11-28	134	A
USGS	01104500	2012-11-29	135	A
USGS	01104500	2012-11-30	132	A
USGS	01104500	2012-12-01	132	A
USGS	01104500	2012-12-02	133	A
USGS	01104500	2012-12-03	132	A
USGS	01104500	2012-12-04	131	A
USGS	01104500	2012-12-05	129	A
USGS	01104500	2012-12-06	126	A
USGS	01104500	2012-12-07	126	A
USGS	01104500	2012-12-08	132	A
USGS	01104500	2012-12-09	133	A
USGS	01104500	2012-12-10	177	A
USGS	01104500	2012-12-11	183	A
USGS	01104500	2012-12-12	187	A
USGS	01104500	2012-12-13	193	A
USGS	01104500	2012-12-14	191	A
USGS	01104500	2012-12-15	177	A
USGS	01104500	2012-12-16	166	A
USGS	01104500	2012-12-17	193	A
USGS	01104500	2012-12-18	300	A
USGS	01104500	2012-12-19	312	A
USGS	01104500	2012-12-20	315	A
USGS	01104500	2012-12-21	381	A
USGS	01104500	2012-12-22	416	A
USGS	01104500	2012-12-23	383	A
USGS	01104500	2012-12-24	361	A
USGS	01104500	2012-12-25	326	A
USGS	01104500	2012-12-26	305	A
USGS	01104500	2012-12-27	673	A
USGS	01104500	2012-12-28	786	A
USGS	01104500	2012-12-29	740	A
USGS	01104500	2012-12-30	723	A
USGS	01104500	2012-12-31	635	A
USGS	01104500	2013-01-01	559	A
USGS	01104500	2013-01-02	521	A
USGS	01104500	2013-01-03	453	A
USGS	01104500	2013-01-04	427	A
USGS	01104500	2013-01-05	435	A
USGS	01104500	2013-01-06	403	A
USGS	01104500	2013-01-07	363	A
USGS	01104500	2013-01-08	328	A
USGS	01104500	2013-01-09	305	A
USGS	01104500	2013-01-10	285	A
USGS	01104500	2013-01-11	278	A
USGS	01104500	2013-01-12	281	A
USGS	01104500	2013-01-13	287	A
USGS	01104500	2013-01-14	300	A
USGS	01104500	2013-01-15	327	A
USGS	01104500	2013-01-16	355	A
USGS	01104500	2013-01-17	356	A
USGS	01104500	2013-01-18	337	A
USGS	01104500	2013-01-19	325	A
USGS	01104500	2013-01-20	312	A
USGS	01104500	2013-01-21	286	A
USGS	01104500	2013-01-22	264	A
USGS	01104500	2013-01-23	250	A
USGS	01104500	2013-01-24	222	A
USGS	01104500	2013-01-25	198	A
USGS	01104500	2013-01-26	195	A
USGS	01104500	2013-01-27	177	A
USGS	01104500	2013-01-28	170	A
USGS	01104500	2013-01-29	171	A
USGS	01104500	2013-01-30	178	A
USGS	01104500	2013-01-31	264	A
USGS	01104500	2013-02-01	301	A
USGS	01104500	2013-02-02	316	A
USGS	01104500	2013-02-03	324	A
USGS	01104500	2013-02-04	308	A
USGS	01104500	2013-02-05	280	A
USGS	01104500	2013-02-06	260	A
USGS	01104500	2013-02-07	234	A
USGS	01104500	2013-02-08	223	A
USGS	01104500	2013-02-09	177	A
USGS	01104500	2013-02-10	169	A
USGS	01104500	2013-02-11	195	A
USGS	01104500	2013-02-12	238	A
USGS	01104500	2013-02-13	254	A
USGS	01104500	2013-02-14	282	A
USGS	01104500	2013-02-15	300	A
USGS	01104500	2013-02-16	313	A
USGS	01104500	2013-02-17	307	A
USGS	01104500	2013-02-18	281	A
USGS	01104500	2013-02-19	289	A
USGS	01104500	2013-02-20	349	A
USGS	01104500	2013-02-21	330	A
USGS	01104500	2013-02-22	324	A
USGS	01104500	2013-02-23	319	A
USGS	01104500	2013-02-24	372	A
USGS	01104500	2013-02-25	401	A
USGS	01104500	2013-02-26	405	A
USGS	01104500	2013-02-27	611	A
USGS	01104500	2013-02-28	837	A
USGS	01104500	2013-03-01	837	A
USGS	01104500	2013-03-02	835	A
USGS	01104500	2013-03-03	844	A
USGS	01104500	2013-03-04	852	A
USGS	01104500	2013-03-05	853	A
USGS	01104500	2013-03-06	826	A
USGS	01104500	2013-03-07	797	A
USGS	01104500	2013-03-08	780	A
USGS	01104500	2013-03-09	739	A
USGS	01104500	2013-03-10	703	A
USGS	01104500	2013-03-11	686	A
USGS	01104500	2013-03-12	735	A
USGS	01104500	2013-03-13	848	A
USGS	01104500	2013-03-14	882	A
USGS	01104500	2013-03-15	911	A
USGS	01104500	2013-03-16	946	A
USGS	01104500	2013-03-17	915	A
USGS	01104500	2013-03-18	850	A
USGS	01104500	2013-03-19	831	A
USGS	01104500	2013-03-20	826	A
USGS	01104500	2013-03-21	815	A
USGS	01104500	2013-03-22	783	A
USGS	01104500	2013-03-23	759	A
USGS	01104500	2013-03-24	732	A
USGS	01104500	2013-03-25	688	A
USGS	01104500	2013-03-26	624	A
USGS	01104500	2013-03-27	592	A
USGS	01104500	2013-03-28	573	A
USGS	01104500	2013-03-29	571	A
USGS	01104500	2013-03-30	555	A
USGS	01104500	2013-03-31	526	A
USGS	01104500	2013-04-01	505	A
USGS	01104500	2013-04-02	461	A
USGS	01104500	2013-04-03	426	A
USGS	01104500	2013-04-04	411	A
USGS	01104500	2013-04-05	391	A
USGS	01104500	2013-04-06	338	A
USGS	01104500	2013-04-07	327	A
USGS	01104500	2013-04-08	306	A
USGS	01104500	2013-04-09	289	A
USGS	01104500	2013-04-10	275	A
USGS	01104500	2013-04-11	279	A
USGS	01104500	2013-04-12	323	A
USGS	01104500	2013-04-13	338	A
USGS	01104500	2013-04-14	325	A
USGS	01104500	2013-04-15	299	A
USGS	01104500	2013-04-16	262	A
USGS	01104500	2013-04-17	241	A
USGS	01104500	2013-04-18	267	A
USGS	01104500	2013-04-19	266	A
USGS	01104500	2013-04-20	291	A
USGS	01104500	2013-04-21	272	A
USGS	01104500	2013-04-22	266	A
USGS	01104500	2013-04-23	269	A
USGS	01104500	2013-04-24	281	A
USGS	01104500	2013-04-25	279	A
USGS	01104500	2013-04-26	267	A
USGS	01104500	2013-04-27	250	A
USGS	01104500	2013-04-28	228	A
USGS	01104500	2013-04-29	213	A
USGS	01104500	2013-04-30	206	A
USGS	01104500	2013-05-01	196	A
USGS	01104500	2013-05-02	174	A
USGS	01104500	2013-05-03	163	A
USGS	01104500	2013-05-04	157	A
USGS	01104500	2013-05-05	148	A
USGS	01104500	2013-05-06	142	A
USGS	01104500	2013-05-07	145	A
USGS	01104500	2013-05-08	141	A
USGS	01104500	2013-05-09	183	A
USGS	01104500	2013-05-10	214	A
USGS	01104500	2013-05-11	207	A
USGS	01104500	2013-05-12	209	A
USGS	01104500	2013-05-13	199	A
USGS	01104500	2013-05-14	186	A
USGS	01104500	2013-05-15	176	A
USGS	01104500	2013-05-16	160	A
USGS	01104500	2013-05-17	146	A
USGS	01104500	2013-05-18	143	A
USGS	01104500	2013-05-19	126	A
USGS	01104500	2013-05-20	121	A
USGS	01104500	2013-05-21	119	A
USGS	01104500	2013-05-22	130	A
USGS	01104500	2013-05-23	152	A
USGS	01104500	2013-05-24	188	A
USGS	01104500	2013-05-25	233	A
USGS	01104500	2013-05-26	234	A
USGS	01104500	2013-05-27	232	A
USGS	01104500	2013-05-28	227	A
USGS	01104500	2013-05-29	267	A
USGS	01104500	2013-05-30	348	A
USGS	01104500	2013-05-31	323	A
USGS	01104500	2013-06-01	307	A
USGS	01104500	2013-06-02	283	A
USGS	01104500	2013-06-03	285	A
USGS	01104500	2013-06-04	272	A
USGS	01104500	2013-06-05	244	A
USGS	01104500	2013-06-06	248	A
USGS	01104500	2013-06-07	349	A
USGS	01104500	2013-06-08	920	A
USGS	01104500	2013-06-09	877	A
USGS	01104500	2013-06-10	835	A
USGS	01104500	2013-06-11	1110	A
USGS	01104500	2013-06-12	1190	A
USGS	01104500	2013-06-13	1180	A
USGS	01104500	2013-06-14	1500	A
USGS	01104500	2013-06-15	1530	A
USGS	01104500	2013-06-16	1490	A
USGS	01104500	2013-06-17	1400	A
USGS	01104500	2013-06-18	1340	A
USGS	01104500	2013-06-19	1270	A
USGS	01104500	2013-06-20	1140	A
USGS	01104500	2013-06-21	1050	A
USGS	01104500	2013-06-22	938	A
USGS	01104500	2013-06-23	840	A
USGS	01104500	2013-06-24	877	A
USGS	01104500	2013-06-25	891	A
USGS	01104500	2013-06-26	805	A
USGS	01104500	2013-06-27	724	A
USGS	01104500	2013-06-28	698	A
USGS	01104500	2013-06-29	640	A
USGS	01104500	2013-06-30	571	A
USGS	01104500	2013-07-01	515	A
USGS	01104500	2013-07-02	469	A
USGS	01104500	2013-07-03	427	A
USGS	01104500	2013-07-04	385	A
USGS	01104500	2013-07-05	335	A
USGS	01104500	2013-07-06	273	A
USGS	01104500	2013-07-07	208	A
USGS	01104500	2013-07-08	170	A
USGS	01104500	2013-07-09	142	A
USGS	01104500	2013-07-10	195	A
USGS	01104500	2013-07-11	266	A
USGS	01104500	2013-07-12	278	A
USGS	01104500	2013-07-13	257	A
USGS	01104500	2013-07-14	237	A
USGS	01104500	2013-07-15	217	A
USGS	01104500	2013-07-16	200	A
USGS	01104500	2013-07-17	184	A
USGS	01104500	2013-07-18	151	A
USGS	01104500	2013-07-19	138	A
USGS	01104500	2013-07-20	127	A
USGS	01104500	2013-07-21	117	A
USGS	01104500	2013-07-22	110	A
USGS	01104500	2013-07-23	170	A
USGS	01104500	2013-07-24	234	A
USGS	01104500	2013-07-25	239	A
USGS	01104500	2013-07-26	372	A
USGS	01104500	2013-07-27	393	A
USGS	01104500	2013-07-28	385	A
USGS	01104500	2013-07-29	377	A
USGS	01104500	2013-07-30	357	A
USGS	01104500	2013-07-31	299	A
USGS	01104500	2013-08-01	253	A
USGS	01104500	2013-08-02	249	A
USGS	01104500	2013-08-03	217	A
USGS	01104500	2013-08-04	191	A
USGS	01104500	2013-08-05	174	A
USGS	01104500	2013-08-06	156	A
USGS	01104500	2013-08-07	135	A
USGS	01104500	2013-08-08	113	A
USGS	01104500	2013-08-09	169	A
USGS	01104500	2013-08-10	212	A
USGS	01104500	2013-08-11	185	A
USGS	01104500	2013-08-12	186	A
USGS	01104500	2013-08-13	213	A
USGS	01104500	2013-08-14	211	A
USGS	01104500	2013-08-15	191	A
USGS	01104500	2013-08-16	163	A
USGS	01104500	2013-08-17	140	A
USGS	01104500	2013-08-18	122	A
USGS	01104500	2013-08-19	112	A
USGS	01104500	2013-08-20	99.0	A
USGS	01104500	2013-08-21	82.3	A
USGS	01104500	2013-08-22	73.0	A
USGS	01104500	2013-08-23	64.4	A
USGS	01104500	2013-08-24	58.6	A
USGS	01104500	2013-08-25	53.9	A
USGS	01104500	2013-08-26	50.6	A
USGS	01104500	2013-08-27	49.9	A
USGS	01104500	2013-08-28	45.7	A
USGS	01104500	2013-08-29	41.2	A
USGS	01104500	2013-08-30	40.3	A
USGS	01104500	2013-08-31	39.2	A
USGS	01104500	2013-09-01	145	A
USGS	01104500	2013-09-02	286	A
USGS	01104500	2013-09-03	192	A
USGS	01104500	2013-09-04	147	A
USGS	01104500	2013-09-05	134	A
USGS	01104500	2013-09-06	129	A
USGS	01104500	2013-09-07	120	A
USGS	01104500	2013-09-08	106	A
USGS	01104500	2013-09-09	95.8	A
USGS	01104500	2013-09-10	87.6	A
USGS	01104500	2013-09-11	81.8	A
USGS	01104500	2013-09-12	79.9	A
USGS	01104500	2013-09-13	127	A
USGS	01104500	2013-09-14	90.8	A
USGS	01104500	2013-09-15	79.3	A
USGS	01104500	2013-09-16	74.0	A
USGS	01104500	2013-09-17	68.1	A
USGS	01104500	2013-09-18	65.3	A
USGS	01104500	2013-09-19	60.4	A
USGS	01104500	2013-09-20	58.5	A
USGS	01104500	2013-09-21	56.9	A
USGS	01104500	2013-09-22	83.5	A
USGS	01104500	2013-09-23	79.9	A
USGS	01104500	2013-09-24	69.0	A
USGS	01104500	2013-09-25	67.9	A
USGS	01104500	2013-09-26	71.6	A
USGS	01104500	2013-09-27	76.5	A
USGS	01104500	2013-09-28	73.4	A
USGS	01104500	2013-09-29	63.9	A
USGS	01104500	2013-09-30	51.8	A
USGS	01104500	2013-10-01	58.4	A
USGS	01104500	2013-10-02	60.0	A
USGS	01104500	2013-10-03	55.6	A
USGS	01104500	2013-10-04	54.4	A
USGS	01104500	2013-10-05	55.6	A
USGS	01104500	2013-10-06	64.8	A
USGS	01104500	2013-10-07	77.8	A
USGS	01104500	2013-10-08	81.6	A
USGS	01104500	2013-10-09	78.6	A
USGS	01104500	2013-10-10	78.8	A
USGS	01104500	2013-10-11	75.7	A
USGS	01104500	2013-10-12	68.8	A
USGS	01104500	2013-10-13	79.7	A
USGS	01104500	2013-10-14	69.1	A
USGS	01104500	2013-10-15	57.9	A
USGS	01104500	2013-10-16	53.8	A
USGS	01104500	2013-10-17	53.1	A
USGS	01104500	2013-10-18	51.7	A
USGS	01104500	2013-10-19	48.9	A
USGS	01104500	2013-10-20	46.5	A
USGS	01104500	2013-10-21	41.5	A
USGS	01104500	2013-10-22	40.7	A
USGS	01104500	2013-10-23	39.2	A
USGS	01104500	2013-10-24	38.6	A
USGS	01104500	2013-10-25	39.1	A
USGS	01104500	2013-10-26	38.2	A
USGS	01104500	2013-10-27	36.6	A
USGS	01104500	2013-10-28	36.7	A
USGS	01104500	2013-10-29	34.4	A
USGS	01104500	2013-10-30	34.0	A
USGS	01104500	2013-10-31	33.1	A
USGS	01104500	2013-11-01	35.6	A
USGS	01104500	2013-11-02	40.4	A
USGS	01104500	2013-11-03	41.3	A
USGS	01104500	2013-11-04	37.4	A
USGS	01104500	2013-11-05	42.1	A
USGS	01104500	2013-11-06	48.9	A
USGS	01104500	2013-11-07	56.0	A
USGS	01104500	2013-11-08	57.8	A
USGS	01104500	2013-11-09	54.4	A
USGS	01104500	2013-11-10	58.2	A
USGS	01104500	2013-11-11	54.0	A
USGS	01104500	2013-11-12	53.6	A
USGS	01104500	2013-11-13	49.8	A
USGS	01104500	2013-11-14	49.7	A
USGS	01104500	2013-11-15	49.5	A
USGS	01104500	2013-11-16	49.2	A
USGS	01104500	2013-11-17	52.2	A
USGS	01104500	2013-11-18	65.0	A
USGS	01104500	2013-11-19	72.8	A
USGS	01104500	2013-11-20	91.7	A
USGS	01104500	2013-11-21	85.3	A
USGS	01104500	2013-11-22	85.5	A
USGS	01104500	2013-11-23	80.4	A
USGS	01104500	2013-11-24	68.8	A
USGS	01104500	2013-11-25	73.9	A
USGS	01104500	2013-11-26	68.9	A
USGS	01104500	2013-11-27	125	A
USGS	01104500	2013-11-28	105	A
USGS	01104500	2013-11-29	114	A
USGS	01104500	2013-11-30	140	A
USGS	01104500	2013-12-01	141	A
USGS	01104500	2013-12-02	131	A
USGS	01104500	2013-12-03	126	A
USGS	01104500	2013-12-04	111	A
USGS	01104500	2013-12-05	120	A
USGS	01104500	2013-12-06	124	A
USGS	01104500	2013-12-07	146	A
USGS	01104500	2013-12-08	131	A
USGS	01104500	2013-12-09	159	A
USGS	01104500	2013-12-10	195	A
USGS	01104500	2013-12-11	196	A
USGS	01104500	2013-12-12	173	A
USGS	01104500	2013-12-13	156	A
USGS	01104500	2013-12-14	130	A
USGS	01104500	2013-12-15	132	A
USGS	01104500	2013-12-16	124	A
USGS	01104500	2013-12-17	126	A
USGS	01104500	2013-12-18	118	A
USGS	01104500	2013-12-19	117	A
USGS	01104500	2013-12-20	122	A
USGS	01104500	2013-12-21	134	A
USGS	01104500	2013-12-22	168	A
USGS	01104500	2013-12-23	259	A
USGS	01104500	2013-12-24	339	A
USGS	01104500	2013-12-25	335	A
USGS	01104500	2013-12-26	322	A
USGS	01104500	2013-12-27	293	A
USGS	01104500	2013-12-28	279	A
USGS	01104500	2013-12-29	306	A
USGS	01104500	2013-12-30	449	A
USGS	01104500	2013-12-31	430	A
USGS	01104500	2014-01-01	393	A
USGS	01104500	2014-01-02	356	A
USGS	01104500	2014-01-03	221	A
USGS	01104500	2014-01-04	228	A
USGS	01104500	2014-01-05	250	A
USGS	01104500	2014-01-06	342	A
USGS	01104500	2014-01-07	399	A
USGS	01104500	2014-01-08	392	A
USGS	01104500	2014-01-09	364	A
USGS	01104500	2014-01-10	329	A
USGS	01104500	2014-01-11	333	A
USGS	01104500	2014-01-12	436	A
USGS	01104500	2014-01-13	449	A
USGS	01104500	2014-01-14	505	A
USGS	01104500	2014-01-15	605	A
USGS	01104500	2014-01-16	606	A
USGS	01104500	2014-01-17	567	A
USGS	01104500	2014-01-18	531	A
USGS	01104500	2014-01-19	521	A
USGS	01104500	2014-01-20	494	A
USGS	01104500	2014-01-21	466	A
USGS	01104500	2014-01-22	357	A
USGS	01104500	2014-01-23	357	A
USGS	01104500	2014-01-24	356	A
USGS	01104500	2014-01-25	340	A
USGS	01104500	2014-01-26	314	A
USGS	01104500	2014-01-27	293	A
USGS	01104500	2014-01-28	260	A
USGS	01104500	2014-01-29	245	A
USGS	01104500	2014-01-30	222	A
USGS	01104500	2014-01-31	202	A
USGS	01104500	2014-02-01	193	A
USGS	01104500	2014-02-02	194	A
USGS	01104500	2014-02-03	202	A
USGS	01104500	2014-02-04	203	A
USGS	01104500	2014-02-05	198	A
USGS	01104500	2014-02-06	179	A
USGS	01104500	2014-02-07	194	A
USGS	01104500	2014-02-08	213	A
USGS	01104500	2014-02-09	208	A
USGS	01104500	2014-02-10	199	A
USGS	01104500	2014-02-11	185	A
USGS	01104500	2014-02-12	184	A
USGS	01104500	2014-02-13	189	A
USGS	01104500	2014-02-14	269	A
USGS	01104500	2014-02-15	283	A
USGS	01104500	2014-02-16	284	A
USGS	01104500	2014-02-17	274	A
USGS	01104500	2014-02-18	263	A
USGS	01104500	2014-02-19	259	A
USGS	01104500	2014-02-20	288	A
USGS	01104500	2014-02-21	329	A
USGS	01104500	2014-02-22	387	A
USGS	01104500	2014-02-23	416	A
USGS	01104500	2014-02-24	436	A
USGS	01104500	2014-02-25	434	A
USGS	01104500	2014-02-26	443	A
USGS	01104500	2014-02-27	433	A
USGS	01104500	2014-02-28	412	A
USGS	01104500	2014-03-01	414	A
USGS	01104500	2014-03-02	402	A
USGS	01104500	2014-03-03	377	A
USGS	01104500	2014-03-04	332	A
USGS	01104500	2014-03-05	316	A
USGS	01104500	2014-03-06	278	A
USGS	01104500	2014-03-07	261	A
USGS	01104500	2014-03-08	257	A
USGS	01104500	2014-03-09	256	A
USGS	01104500	2014-03-10	261	A
USGS	01104500	2014-03-11	289	A
USGS	01104500	2014-03-12	340	A
USGS	01104500	2014-03-13	439	A
USGS	01104500	2014-03-14	495	A
USGS	01104500	2014-03-15	506	A
USGS	01104500	2014-03-16	523	A
USGS	01104500	2014-03-17	521	A
USGS	01104500	2014-03-18	527	A
USGS	01104500	2014-03-19	518	A
USGS	01104500	2014-03-20	536	A
USGS	01104500	2014-03-21	539	A
USGS	01104500	2014-03-22	534	A
USGS	01104500	2014-03-23	531	A
USGS	01104500	2014-03-24	529	A
USGS	01104500	2014-03-25	526	A
USGS	01104500	2014-03-26	499	A
USGS	01104500	2014-03-27	488	A
USGS	01104500	2014-03-28	468	A
USGS	01104500	2014-03-29	457	A
USGS	01104500	2014-03-30	814	A
USGS	01104500	2014-03-31	1200	A
USGS	01104500	2014-04-01	1210	A
USGS	01104500	2014-04-02	1230	A
USGS	01104500	2014-04-03	1160	A
USGS	01104500	2014-04-04	1180	A
USGS	01104500	2014-04-05	1160	A
USGS	01104500	2014-04-06	1050	A
USGS	01104500	2014-04-07	1050	A
USGS	01104500	2014-04-08	1020	A
USGS	01104500	2014-04-09	937	A
USGS	01104500	2014-04-10	876	A
USGS	01104500	2014-04-11	822	A
USGS	01104500	2014-04-12	763	A
USGS	01104500	2014-04-13	713	A
USGS	01104500	2014-04-14	656	A
USGS	01104500	2014-04-15	610	A
USGS	01104500	2014-04-16	619	A
USGS	01104500	2014-04-17	620	A
USGS	01104500	2014-04-18	553	A
USGS	01104500	2014-04-19	545	A
USGS	01104500	2014-04-20	538	A
USGS	01104500	2014-04-21	520	A
USGS	01104500	2014-04-22	493	A
USGS	01104500	2014-04-23	479	A
USGS	01104500	2014-04-24	422	A
USGS	01104500	2014-04-25	469	A
USGS	01104500	2014-04-26	515	A
USGS	01104500	2014-04-27	497	A
USGS	01104500	2014-04-28	457	A
USGS	01104500	2014-04-29	461	A
USGS	01104500	2014-04-30	450	A
USGS	01104500	2014-05-01	562	A
USGS	01104500	2014-05-02	564	A
USGS	01104500	2014-05-03	548	A
USGS	01104500	2014-05-04	540	A
USGS	01104500	2014-05-05	520	A
USGS	01104500	2014-05-06	545	A
USGS	01104500	2014-05-07	522	A
USGS	01104500	2014-05-08	480	A
USGS	01104500	2014-05-09	448	A
USGS	01104500	2014-05-10	419	A
USGS	01104500	2014-05-11	390	A
USGS	01104500	2014-05-12	365	A
USGS	01104500	2014-05-13	355	A
USGS	01104500	2014-05-14	311	A
USGS	01104500	2014-05-15	291	A
USGS	01104500	2014-05-16	283	A
USGS	01104500	2014-05-17	275	A
USGS	01104500	2014-05-18	267	A
USGS	01104500	2014-05-19	250	A
USGS	01104500	2014-05-20	225	A
USGS	01104500	2014-05-21	218	A
USGS	01104500	2014-05-22	211	A
USGS	01104500	2014-05-23	239	A
USGS	01104500	2014-05-24	224	A
USGS	01104500	2014-05-25	211	A
USGS	01104500	2014-05-26	205	A
USGS	01104500	2014-05-27	201	A
USGS	01104500	2014-05-28	276	A
USGS	01104500	2014-05-29	279	A
USGS	01104500	2014-05-30	186	A
USGS	01104500	2014-05-31	190	A
USGS	01104500	2014-06-01	179	A
USGS	01104500	2014-06-02	168	A
USGS	01104500	2014-06-03	147	A
USGS	01104500	2014-06-04	152	A
USGS	01104500	2014-06-05	210	A
USGS	01104500	2014-06-06	263	A
USGS	01104500	2014-06-07	245	A
USGS	01104500	2014-06-08	229	A
USGS	01104500	2014-06-09	195	A
USGS	01104500	2014-06-10	185	A
USGS	01104500	2014-06-11	172	A
USGS	01104500	2014-06-12	152	A
USGS	01104500	2014-06-13	164	A
USGS	01104500	2014-06-14	177	A
USGS	01104500	2014-06-15	175	A
USGS	01104500	2014-06-16	191	A
USGS	01104500	2014-06-17	219	A
USGS	01104500	2014-06-18	212	A
USGS	01104500	2014-06-19	188	A
USGS	01104500	2014-06-20	160	A
USGS	01104500	2014-06-21	136	A
USGS	01104500	2014-06-22	115	A
USGS	01104500	2014-06-23	99.6	A
USGS	01104500	2014-06-24	77.9	A
USGS	01104500	2014-06-25	63.6	A
USGS	01104500	2014-06-26	81.2	A
USGS	01104500	2014-06-27	53.8	A
USGS	01104500	2014-06-28	31.1	A
USGS	01104500	2014-06-29	39.8	A
USGS	01104500	2014-06-30	40.3	A
USGS	01104500	2014-07-01	71.2	A
USGS	01104500	2014-07-02	40.6	A
USGS	01104500	2014-07-03	42.2	A
USGS	01104500	2014-07-04	156	A
USGS	01104500	2014-07-05	332	A
USGS	01104500	2014-07-06	240	A
USGS	01104500	2014-07-07	184	A
USGS	01104500	2014-07-08	116	A
USGS	01104500	2014-07-09	113	A
USGS	01104500	2014-07-10	91.9	A
USGS	01104500	2014-07-11	75.0	A
USGS	01104500	2014-07-12	64.8	A
USGS	01104500	2014-07-13	55.9	A
USGS	01104500	2014-07-14	51.1	A
USGS	01104500	2014-07-15	72.2	A
USGS	01104500	2014-07-16	143	A
USGS	01104500	2014-07-17	126	A
USGS	01104500	2014-07-18	114	A
USGS	01104500	2014-07-19	117	A
USGS	01104500	2014-07-20	104	A
USGS	01104500	2014-07-21	85.1	A
USGS	01104500	2014-07-22	83.8	A
USGS	01104500	2014-07-23	79.7	A
USGS	01104500	2014-07-24	59.8	A
USGS	01104500	2014-07-25	48.0	A
USGS	01104500	2014-07-26	40.1	A
USGS	01104500	2014-07-27	40.0	A
USGS	01104500	2014-07-28	168	A
USGS	01104500	2014-07-29	166	A
USGS	01104500	2014-07-30	114	A
USGS	01104500	2014-07-31	77.3	A
USGS	01104500	2014-08-01	66.7	A
USGS	01104500	2014-08-02	72.0	A
USGS	01104500	2014-08-03	74.8	A
USGS	01104500	2014-08-04	68.5	A
USGS	01104500	2014-08-05	54.3	A
USGS	01104500	2014-08-06	46.2	A
USGS	01104500	2014-08-07	37.1	A
USGS	01104500	2014-08-08	30.9	A
USGS	01104500	2014-08-09	27.1	A
USGS	01104500	2014-08-10	25.7	A
USGS	01104500	2014-08-11	24.2	A
USGS	01104500	2014-08-12	23.6	A
USGS	01104500	2014-08-13	102	A
USGS	01104500	2014-08-14	126	A
USGS	01104500	2014-08-15	71.0	A
USGS	01104500	2014-08-16	61.7	A
USGS	01104500	2014-08-17	65.9	A
USGS	01104500	2014-08-18	65.5	A
USGS	01104500	2014-08-19	36.8	A
USGS	01104500	2014-08-20	30.7	A
USGS	01104500	2014-08-21	32.8	A
USGS	01104500	2014-08-22	52.4	A
USGS	01104500	2014-08-23	53.4	A
USGS	01104500	2014-08-24	50.2	A
USGS	01104500	2014-08-25	44.9	A
USGS	01104500	2014-08-26	40.9	A
USGS	01104500	2014-08-27	33.7	A
USGS	01104500	2014-08-28	29.8	A
USGS	01104500	2014-08-29	26.2	A
USGS	01104500	2014-08-30	25.4	A
USGS	01104500	2014-08-31	26.6	A
USGS	01104500	2014-09-01	35.3	A
USGS	01104500	2014-09-02	32.8	A
USGS	01104500	2014-09-03	33.3	A
USGS	01104500	2014-09-04	25.2	A
USGS	01104500	2014-09-05	22.4	A
USGS	01104500	2014-09-06	21.7	A
USGS	01104500	2014-09-07	20.6	A
USGS	01104500	2014-09-08	19.0	A
USGS	01104500	2014-09-09	18.7	A
USGS	01104500	2014-09-10	18.8	A
USGS	01104500	2014-09-11	19.7	A
USGS	01104500	2014-09-12	19.0	A
USGS	01104500	2014-09-13	18.8	A
USGS	01104500	2014-09-14	19.5	A
USGS	01104500	2014-09-15	18.6	A
USGS	01104500	2014-09-16	18.3	A
USGS	01104500	2014-09-17	18.9	A
